country,continent,temperature_celsius,wind_mph,wind_kph,humidity,cloud,precip_mm,precip_in,pressure_mb,pressure_in,visibility_km,visibility_miles,uv_index,gust_mph,gust_kph,air_quality_Carbon_Monoxide,air_quality_Ozone,air_quality_Nitrogen_dioxide,air_quality_Sulphur_dioxide,air_quality_PM2.5,air_quality_PM10,air_quality_us-epa-index,air_quality_gb-defra-index,moon_illumination,air_quality_condition,human_health_risk,remarks                                                                                                                  
Latvia,Europe,13.66666667,4.941666667,7.941666667,94.41666667,27.08333333,0.45,0.016666667,1015.5,29.98833333,10,6,1.333333333,10.54166667,16.94166667,272.7333333333330,46.00833333,6.783333333,1.525,7.858333333,9.425,1.166666667,1.25,80.58333333,Satisfactory,Low,None                                                                                                                  
Lebanon,Asia,27.75,5.633333333,9.05,67.33333333,39.58333333,0,0,1010.6666666666700,29.84416667,8.5,4.666666667,1.5,8.291666667,13.35,242.8333333,95.425,2.816666667,7.491666667,17.44166667,30.70833333,1.5,2.083333333,80.58333333,Satisfactory,Low,None                                                                                                                  
Lesotho,Africa,11.38333333,3.5,5.641666667,25.66666667,2.666666667,0,0,1020.1666666666700,30.1275,10,6,1.333333333,6.666666667,10.75,544.35,44.43333333,8.55,2.991666667,35.16666667,45.05833333,2.166666667,4.083333333,80.58333333,Moderate,Concerning,None                                                                                                                  
Liberia,Africa,24.775,2.375,3.866666667,94.75,72.91666667,2.191666667,0.085833333,1013.5833333333300,29.92833333,9.083333333,5.333333333,1.416666667,10.69166667,17.21666667,330.4416667,50.83333333,0.258333333,0.258333333,3.375,5.083333333,1,1,80.58333333,Acceptable,Slight Concern,None                                                                                                                  
Liechtenstein,Europe,16,3.158333333,5.1,93.91666667,27.08333333,0.058333333,0.0025,1018.3333333333300,30.07,10,6,1.083333333,8.658333333,13.94166667,264.9583333333330,23.08333333,18.98333333,3.216666667,15.9,17.85,1.5,1.916666667,80.58333333,Satisfactory,Low,None                                                                                                                  
Lithuania,Europe,14.16666667,6.075,9.775,88,30,0.008333333,0,1017.75,30.05416667,9.183333333,5.5,1.333333333,10.54166667,16.96666667,234.6333333,39.38333333,4.108333333,1.05,6.341666667,8.366666667,1.083333333,1.083333333,80.58333333,Satisfactory,Low,None                                                                                                                  
Luxembourg,Europe,15.91666667,7.458333333,12.01666667,82.33333333,12.5,0.158333333,0.005833333,1017.75,30.05333333,9.416666667,5.583333333,1.25,9.783333333,15.75,225.7333333,41.15833333,13.125,0.983333333,9.2,10.19166667,1.166666667,1.416666667,80.58333333,Satisfactory,Low,None                                                                                                                  
Macedonia,Europe,18.91666667,3.125,5.041666667,70.66666667,33.33333333,0.15,0.005833333,1016.0833333333300,30.00416667,10,6,1.583333333,6.608333333,10.65833333,260.0916666666670,43.23333333,7.266666667,5.416666667,10.56666667,12.75833333,1.25,1.5,80.58333333,Satisfactory,Low,None                                                                                                                  
Madagascar,Indian,16.4625,6.245833333,10.03333333,79.45833333,32.70833333,0.008333333,0.000416667,1021.9583333333300,30.1775,10,6,1.333333333,7.675,12.35833333,300.4791667,39.2875,0.954166667,0.7875,3.6875,7.695833333,1,1.041666667,80.58333333,Acceptable,Slight Concern,None                                                                                                                  
Malawi,Africa,18.25,5.6,9,54.08333333,6.583333333,0,0,1018.5833333333300,30.07833333,10,6,1.416666667,7.433333333,11.96666667,336.85,43.91666667,1.691666667,0.55,8.583333333,12.275,1.166666667,1.166666667,80.58333333,Acceptable,Slight Concern,None                                                                                                                  
Malaysia,Asia,25.75,2.55,4.133333333,89.83333333,25,0.45,0.0175,1009.6666666666700,29.8175,9,5.083333333,1.916666667,3.333333333,5.366666667,4163.433333333330,2.808333333,68.21666667,52.725,113.7416667,134.6833333,4,9.416666667,80.58333333,Hazardous,Emergency,Biomass Burning                                                                                                                  
Maldives,Indian,27.18333333,15.325,24.65,78.5,72.75,1.241666667,0.049166667,1009.8333333333300,29.81583333,9.333333333,5.5,1.916666667,24.3,39.14166667,177.875,31.96666667,0.175,0.225,1.25,2.591666667,1,1,80.58333333,Satisfactory,Low,None                                                                                                                  
Mali,Africa,24.83333333,4.1,6.566666667,93.66666667,27.08333333,0.783333333,0.030833333,1015.3333333333300,29.98,9.5,5.666666667,1.333333333,8.9,14.31666667,748.525,3.175,3.741666667,1.416666667,19.50833333,26.375,1.666666667,2.333333333,80.58333333,Unhealthy,Serious,Deforestation Agricultural                                                                                                                  
Malta,Europe,23.91666667,9.383333333,15.09166667,71.58333333,13.5,1.258333333,0.05,1013.8333333333300,29.93666667,10,6,1.5,19.78333333,31.825,219.7416667,90.075,1.166666667,23.075,15.2,20.11666667,1.416666667,2,80.58333333,Satisfactory,Low,None                                                                                                                  
Marshall Islands,Pacific,29.94166667,7.5,12.075,75.5,79.33333333,0.216666667,0.008333333,1010.75,29.84333333,23.5,13.75,5.75,13.83333333,22.24166667,167.5916666666670,19.00833333,0,0.058333333,1.091666667,3.016666667,1,1,80.58333333,Satisfactory,Low,None                                                                                                                  
Mauritania,Africa,28.08333333,13.36666667,21.46666667,76.41666667,28.83333333,0.325,0.013333333,1012.4166666666700,29.89833333,9.75,5.833333333,1.5,19.48333333,31.35,347.1500000000000,43.4,1.325,0.958333333,14.775,49.30833333,1.416666667,2,80.58333333,Acceptable,Slight Concern,None                                                                                                                  
Mauritius,Indian,21.66666667,8.341666667,13.40833333,78.91666667,45.83333333,0.016666667,0,1020.25,30.1275,10,6,1.916666667,14.65,23.58333333,234.75,63.41666667,1.708333333,2.141666667,3.958333333,10.21666667,1,1,80.58333333,Satisfactory,Low,None                                                                                                                  
Mexico,America,21.66666667,13.00833333,20.95,51.25,76,0,0,1024.5,30.2525,11.78333333,6.833333333,5.333333333,7.208333333,11.61666667,769.0916666666670,125.575,32.475,31.2,34.675,37.90833333,1.916666667,3.083333333,80.58333333,Unhealthy,Serious,Industrail Zones Topography                                                                                                                  
Micronesia,Pacific,29.25,5.1,8.183333333,81.91666667,91.66666667,0.591666667,0.023333333,1010.5833333333300,29.84,23.66666667,13.91666667,5.916666667,10.24166667,16.5,173.9916667,10.18333333,0.008333333,0.008333333,0.541666667,1.025,1,1,80.58333333,Satisfactory,Low,None                                                                                                                  
Monaco,Europe,22.33333333,9.358333333,15.075,63.16666667,18.75,0.016666667,0.000833333,1015.3333333333300,29.9825,10,6,1.416666667,9.616666667,15.48333333,237.4,46.43333333,7.841666667,0.933333333,10.425,12.56666667,1.25,1.5,80.58333333,Satisfactory,Low,None                                                                                                                  
Mongolia,Asia,12.08333333,5.158333333,8.35,75.33333333,22.91666667,0.016666667,0.000833333,1015.75,29.99333333,10,6,5.166666667,10.225,16.43333333,223.5,72.50833333,7.566666667,39.28333333,10.45,27.25833333,1.166666667,1.5,80.58333333,Satisfactory,Low,None                                                                                                                  
Montenegro,Europe,22.83333333,8.925,14.38333333,63,18.75,0.483333333,0.018333333,1014.1666666666700,29.94666667,10,6,1.333333333,13.80833333,22.25833333,208.3416667,51.54166667,2.308333333,1.408333333,6.575,7.216666667,1,1.083333333,80.58333333,Satisfactory,Low,None                                                                                                                  
Morocco,Africa,19.91666667,3.633333333,5.883333333,91.91666667,33.33333333,0.033333333,0.001666667,1014.0833333333300,29.94333333,5,3,1.416666667,7.475,12.04166667,213.35,88.39166667,0.691666667,1.383333333,5.475,15.78333333,1,1,80.58333333,Satisfactory,Low,None                                                                                                                  
Mozambique,Africa,19.53333333,6.933333333,11.15,82.75,37.5,0.016666667,0,1020.1666666666700,30.12333333,10,6,1.333333333,9.825,15.81666667,455.2250000000000,36.2,2.6,0.933333333,13.66666667,29.375,1.333333333,1.666666667,80.58333333,Acceptable,Slight Concern,None                                                                                                                  
Myanmar,Asia,25.79166667,4.85,7.8,90.5,69.5,0.766666667,0.029166667,1005.75,29.69333333,8.416666667,5,4.583333333,7.575,12.18333333,251.3333333,32.275,1.05,0.2,7.691666667,8.816666667,1.166666667,1.333333333,80.58333333,Satisfactory,Low,None                                                                                                                  
Namibia,Africa,17.25,5.2,8.333333333,29,0,0,0,1025.4166666666700,30.2825,10,6,1.5,11.025,17.75833333,352.4166666666670,61.15833333,1.8,3.216666667,26.95833333,44.83333333,1.75,2.666666667,80.58333333,Acceptable,Slight Concern,None                                                                                                                  
Nepal,Asia,22,3.033333333,4.916666667,88.16666667,68.75,0.133333333,0.005,1013.0833333333300,29.91333333,7.25,3.916666667,3.5,3.6,5.8,1555.4583333333300,19.38333333,15.93333333,5.033333333,86.89166667,109.0166667,3.583333333,7.333333333,80.58333333,Very Unhealthy,Health Alert,Biomass Burning Urban Emissions                                                                                                                  
Netherlands,Europe,16.91666667,6.166666667,9.9,87.08333333,10.41666667,0.033333333,0.001666667,1016.4166666666700,30.01416667,9.083333333,5.416666667,1.333333333,10.64166667,17.13333333,257.575,39.3,19.78333333,1.916666667,11.43333333,13.725,1.25,1.416666667,80.58333333,Satisfactory,Low,None                                                                                                                  
New Zealand,Pacific,13.91666667,12.83333333,20.69166667,70.66666667,33.33333333,0.033333333,0.000833333,1025.25,30.27583333,10,6,3.5,16.64166667,26.79166667,215.1666667,57.00833333,1.291666667,0.841666667,1.683333333,3.75,1,1,80.58333333,Satisfactory,Low,None                                                                                                                  
Nicaragua,America,30.675,7.708333333,12.425,68.75,45.83333333,0.066666667,0.001666667,1008.25,29.76916667,9.916666667,5.916666667,5.75,15.7,25.25,362.7250000000000,41.19166667,5.375,6.941666667,6.791666667,8.808333333,1.083333333,1.166666667,80.58333333,Acceptable,Slight Concern,None                                                                                                                  
Niger,Africa,28.5,6.108333333,9.816666667,72.5,2.083333333,0.025,0.000833333,1013.0833333333300,29.9125,9.583333333,5.583333333,1.583333333,15.15,24.38333333,601.1,15.35,2.758333333,0.691666667,14.23333333,19.89166667,1.416666667,1.916666667,80.58333333,Moderate,Concerning,None                                                                                                                  
Nigeria,Africa,24.33333333,4.341666667,7,91.58333333,33.33333333,1.175,0.046666667,1015.4166666666700,29.9825,10,6,1.416666667,3.866666667,6.225,659.7750000000000,15.29166667,1.808333333,0.166666667,13.00833333,18,1.25,1.583333333,80.58333333,Moderate,Concerning,None                                                                                                                  
North Korea,Asia,21.43333333,3.441666667,5.558333333,82.33333333,29.16666667,0.066666667,0.001666667,1012.3333333333300,29.89583333,10,6,5.5,4.708333333,7.591666667,547.7000000000000,19.975,15.39166667,24.825,42.725,51.94166667,2.416666667,4.666666667,80.58333333,Moderate,Concerning,None                                                                                                                  
Norway,Europe,13.16666667,19.25833333,31,89.41666667,60.41666667,0,0,1014.4166666666700,29.955,6.833333333,4.083333333,1.25,5.658333333,9.125,216.275,26.59166667,11.81666667,5.791666667,6.191666667,7.266666667,1.083333333,1.25,80.58333333,Satisfactory,Low,None                                                                                                                  
Oman,Asia,30,4.716666667,7.575,83,6.25,0,0,1002.6666666666700,29.61,9.25,5.333333333,2.083333333,7.275,11.7,254.6416667,41.5,25.4,8.633333333,32.21666667,110.6666667,2.083333333,3.333333333,80.58333333,Satisfactory,Low,None                                                                                                                  
Pakistan,Asia,26.59166667,5.525,8.891666667,55.25,15.16666667,0,0,1004.9166666666700,29.67,10,6,2.083333333,10.21666667,16.44166667,984.1083333333330,71.71666667,17.75,4.433333333,70.93333333,96.20833333,3.75,9,80.58333333,Unhealthy,Serious,Agricultural Burning                                                                                                                  
Palau,Pacific,28.25,7.9,12.7,83,81.25,0.141666667,0.005833333,1010.25,29.82583333,20.5,12.41666667,1,13.38333333,21.5,206.9666667,19.89166667,0.133333333,0.133333333,1.358333333,2.583333333,1,1,80.58333333,Satisfactory,Low,None                                                                                                                  
Panama,America,28.75,7.933333333,12.75,82.5,50,0.758333333,0.030833333,1008.1666666666700,29.77416667,9.833333333,5.833333333,5.166666667,8.183333333,13.18333333,901.2333333333330,13.48333333,18.21666667,13.03333333,6.883333333,8.433333333,1.083333333,1.166666667,80.58333333,Unhealthy,Serious,Maritime Traffic                                                                                                                  
Papua New Guinea,Pacific,26.775,10.50833333,16.925,72.66666667,39.25,0,0,1013.0833333333300,29.91416667,10,6,6.416666667,10.59166667,17.06666667,233.6583333,48.81666667,8.066666667,9.441666667,6.425,10.55833333,1.083333333,1.25,80.58333333,Satisfactory,Low,None                                                                                                                  
Paraguay,America,28.89166667,6.691666667,10.78333333,43.75,34.75,0.025,0.000833333,1007.8333333333300,29.75916667,9.916666667,5.916666667,1,11.825,19.00833333,426.7,22.34166667,0.391666667,0.083333333,5.616666667,5.758333333,1,1.083333333,80.58333333,Acceptable,Slight Concern,None                                                                                                                  
Peru,America,18.35,8.983333333,14.46666667,79,38.5,0,0,1012.5833333333300,29.90083333,10,6,4.166666667,11.24166667,18.075,303.4666666666670,48.1,13.88333333,6.741666667,9.35,23.45833333,1,1.25,80.58333333,Acceptable,Slight Concern,None                                                                                                                  
Philippines,Asia,27.25,7.325,11.83333333,91.83333333,79.16666667,2.933333333,0.115,1006.75,29.7325,8.083333333,4.583333333,6.166666667,19.05833333,30.66666667,601.3666666666670,28.66666667,13.39166667,4.791666667,17.31666667,26.13333333,1.5,2.583333333,80.58333333,Moderate,Concerning,None                                                                                                                  
Poland,Europe,15.16666667,4.05,6.5,89.25,18.75,0,0,1017.9166666666700,30.06,9.916666667,5.916666667,1.5,6.416666667,10.30833333,341.875,33.18333333,15.14166667,11.93333333,18.56666667,22.9,1.416666667,2.25,80.58333333,Acceptable,Slight Concern,None                                                                                                                  
Portugal,Europe,19.58333333,8.341666667,13.45833333,84.08333333,33.33333333,0.266666667,0.01,1014.5,29.95666667,10,6,1.416666667,13.63333333,21.94166667,225.4583333333330,66.40833333,4.833333333,1.891666667,4.691666667,9.483333333,1,1,80.58333333,Satisfactory,Low,None                                                                                                                  
Qatar,Asia,34.08333333,5.258333333,8.45,66.25,2.083333333,0,0,1001.75,29.5825,9.016666667,5.25,2.25,13.36666667,21.51666667,401.3916667,70.90833333,73.09166667,49.19166667,65.50833333,120.5,3.083333333,6.416666667,80.58333333,Acceptable,Slight Concern,None                                                                                                                  
Romania,Europe,20.41666667,4.533333333,7.283333333,63.83333333,6.25,0.058333333,0.0025,1016,30.0025,10,6,1.666666667,11.08333333,17.83333333,258.1333333333330,46.74166667,7.008333333,1.166666667,8.55,10.225,1.083333333,1.25,80.58333333,Satisfactory,Low,None                                                                                                                  
Russia,Asia,15.15833333,4.95,7.95,61.33333333,42,0.008333333,0,1011.75,29.87333333,10,6,3.25,7.708333333,12.43333333,157.725,20.90833333,1.783333333,1.1,1.633333333,3.258333333,1,1,80.58333333,Satisfactory,Low,None                                                                                                                  
Russia,Europe,12.83333333,6.266666667,10.075,83.91666667,20.83333333,0,0,1017.8333333333300,30.055,9.916666667,5.916666667,1.166666667,9.225,14.85,292.075,14.2,21.54166667,12.125,8.6,10.99166667,1.166666667,1.416666667,80.58333333,Satisfactory,Low,None                                                                                                                  
Rwanda,Africa,20.16666667,6.475,10.4,70.25,50,0.1,0.004166667,1020.5833333333300,30.1375,9.833333333,5.833333333,1.5,4.841666667,7.816666667,626.6833333333330,18.68333333,5.65,0.683333333,24.75,37.8,1.833333333,2.666666667,80.58333333,Moderate,Concerning,None                                                                                                                  
Saint Kitts and Nevis,America,28.83333333,10.075,16.21666667,80.83333333,22.91666667,0.041666667,0.000833333,1014,29.94,10,6,1,21.1,33.96666667,215.9916667,38.04166667,0.908333333,0.475,2.85,8.1,1,1,80.58333333,Satisfactory,Low,None                                                                                                                  
Saint Lucia,America,28.08333333,7.033333333,11.31666667,82.08333333,37.5,0.2,0.008333333,1013.1666666666700,29.915,10,6,1,15.8,25.4,201.3833333,32.03333333,0.375,0.291666667,3.466666667,7.483333333,1,1,80.58333333,Satisfactory,Low,None                                                                                                                  
Saint Vincent and the Grenadines,America,28.91666667,15.3,24.64166667,75,55.41666667,0.358333333,0.014166667,1012.5833333333300,29.90333333,9.833333333,5.833333333,1,21.63333333,34.84166667,213.35,34.10833333,0.45,0.55,3.35,8.791666667,1,1,80.58333333,Satisfactory,Low,None                                                                                                                  
Samoa,Pacific,30,7.841666667,12.64166667,73.58333333,68.75,0.108333333,0.0025,1013.1666666666700,29.915,10,6,6,25.19166667,40.575,189.0083333,55.25833333,0.158333333,0.3,2.925,10.325,1,1,80.58333333,Satisfactory,Low,None                                                                                                                  
San Marino,Europe,19.75,5.175,8.325,73.66666667,8.333333333,0.016666667,0,1015.5,29.9875,10,6,1.416666667,12.43333333,20.01666667,242.8416667,90.00833333,2.6,1.133333333,6.816666667,8.933333333,1.083333333,1.166666667,80.58333333,Satisfactory,Low,None                                                                                                                  
Saudi Arabia,Asia,31.41666667,4.091666667,6.575,15.5,0,0,0,1008.4166666666700,29.78166667,10,6,1.75,10.675,17.19166667,238.1,101.3833333,17.225,33.38333333,46.54166667,170.0166667,2.666666667,5.166666667,80.58333333,Satisfactory,Low,None                                                                                                                  
Senegal,Africa,27.35,10.19166667,16.375,87.33333333,45.91666667,1.2,0.046666667,1012.25,29.89083333,9.25,5.416666667,1.416666667,21.01666667,33.8,314.1833333,38.03333333,1.308333333,1.366666667,4.208333333,10.44166667,1,1,80.58333333,Acceptable,Slight Concern,None                                                                                                                  
Serbia,Europe,18.16666667,5.741666667,9.25,80.83333333,8.333333333,0.041666667,0.001666667,1016.75,30.025,10,6,1.333333333,7.591666667,12.23333333,246.7166666666670,31.98333333,9.691666667,0.891666667,11.34166667,14.1,1.166666667,1.5,80.58333333,Satisfactory,Low,None                                                                                                                  
Seychelles Islands,Indian,26.54166667,14,22.54166667,82.16666667,51.16666667,0.3,0.011666667,1010.5,29.84083333,10,6,1.833333333,27.04166667,43.53333333,206.2666667,51.24166667,0.208333333,0.566666667,4.3,12.15833333,1,1,80.58333333,Satisfactory,Low,None                                                                                                                  
Sierra Leone,Africa,25.41666667,7.975,12.80833333,88.66666667,72.5,2.1,0.083333333,1013.6666666666700,29.93083333,9.083333333,5.333333333,1.416666667,11.64166667,18.71666667,303.2,26.49166667,0.766666667,0.258333333,3.291666667,4.866666667,1,1,80.58333333,Acceptable,Slight Concern,None                                                                                                                  
Singapore,Asia,27.83333333,4.841666667,7.758333333,79.5,72.91666667,0.258333333,0.010833333,1009.5,29.81333333,9.5,5.583333333,3.166666667,13.55,21.81666667,783.2916666666670,12.625,41.03333333,28.525,16.75833333,23.44166667,1.5,1.833333333,80.58333333,Unhealthy,Serious,Transboundary Haze                                                                                                                  
Slovakia,Europe,16.16666667,4.6,7.375,83,10.41666667,0.058333333,0.001666667,1018,30.0625,10,6,1.25,10.575,17.05,245.0666667,37.99166667,10.90833333,1.6,7.533333333,8.858333333,1,1.166666667,80.58333333,Satisfactory,Low,None                                                                                                                  
Slovenia,Europe,14.16666667,3.916666667,6.316666667,94.5,37.5,0.566666667,0.0225,1018.75,30.08416667,9.5,5.666666667,1.25,2.825,4.525,254.3833333,17.44166667,9.875,0.733333333,11.86666667,16.78333333,1.25,1.5,80.58333333,Satisfactory,Low,None                                                                                                                  
Solomon Islands,Pacific,28.51666667,6.4,10.29166667,77.08333333,45.83333333,0.341666667,0.013333333,1011.6666666666700,29.87416667,9.75,5.75,6.083333333,9.95,16.01666667,188.45,32.19166667,1.1,0.775,1.391666667,1.8,1,1,80.58333333,Satisfactory,Low,None                                                                                                                  
Somalia,Africa,24.85,16.80833333,27.06666667,85.58333333,49.08333333,0.033333333,0.001666667,1012.4166666666700,29.89583333,10,6,1.833333333,24.20833333,38.975,203.7583333,47.275,0.091666667,0.266666667,7.275,19.05,1,1,80.58333333,Satisfactory,Low,None                                                                                                                  
South Africa,Africa,15,5.566666667,8.975,38.41666667,0,0,0,1026,30.29916667,10,6,1.333333333,7.991666667,12.85833333,825.2916666666670,53.63333333,18.75833333,29.74166667,50.50833333,68.04166667,2.666666667,5.083333333,80.58333333,Unhealthy,Serious,Mining Industrial Activities                                                                                                                  
South Korea,Asia,23.33333333,3.733333333,5.975,89.66666667,45.83333333,0.108333333,0.004166667,1012,29.88333333,9.5,5.583333333,5.083333333,4.383333333,7.05,1064.2333333333300,8.433333333,36.34166667,28.50833333,47.09166667,53.35,2.583333333,5.666666667,80.58333333,Very Unhealthy,Health Alert,Transportation Emissions                                                                                                                  
Spain,Europe,20.58333333,3.35,5.383333333,62.33333333,22.91666667,0.291666667,0.011666667,1016.9166666666700,30.0275,9.583333333,5.583333333,1.416666667,11.3,18.18333333,380.6583333333330,36.05833333,24.09166667,0.341666667,6.066666667,8.433333333,1.083333333,1.166666667,80.58333333,Acceptable,Slight Concern,None                                                                                                                  
Sri Lanka,Asia,26,8.891666667,14.29166667,90,52.08333333,0.758333333,0.03,1008.8333333333300,29.79416667,9.5,5.5,1.833333333,18.65,30.03333333,202.3666667,28.78333333,3.175,2.05,2.216666667,5.208333333,1,1,80.58333333,Satisfactory,Low,None                                                                                                                  
Sudan,Africa,29.09166667,11.34166667,18.25,52.95833333,30.91666667,0.058333333,0.002083333,1009.3333333333300,29.80208333,9.916666667,5.916666667,1.583333333,16.14166667,25.97916667,334.2791666666670,24.89583333,2.075,0.954166667,14.05,51.175,1.416666667,1.75,80.58333333,Acceptable,Slight Concern,None                                                                                                                  
Suriname,America,27.875,4.5,7.225,77.58333333,27.5,0.016666667,0,1011.25,29.86333333,9.583333333,5.666666667,1,13.35833333,21.46666667,300.9666667,38.35,0.1,0.125,2.608333333,9.516666667,1,1,80.58333333,Acceptable,Slight Concern,None                                                                                                                  
Swaziland,Africa,13.275,3.516666667,5.666666667,71.75,12,0,0,1022.0833333333300,30.17583333,9.333333333,5.583333333,1.333333333,7.15,11.525,398.3083333333330,45.675,2.8,1.75,24.65833333,30.43333333,1.916666667,2.833333333,80.58333333,Acceptable,Slight Concern,None                                                                                                                  
Sweden,Europe,13.58333333,5.008333333,8.075,91.66666667,34.16666667,0.041666667,0.001666667,1014.75,29.96666667,9.016666667,5.333333333,1.333333333,8.75,14.075,235.45,34.93333333,8.258333333,5.033333333,4.233333333,5.958333333,1,1.083333333,80.58333333,Satisfactory,Low,None                                                                                                                  
Switzerland,Europe,14.75,2.791666667,4.533333333,91.58333333,29.16666667,0,0,1018.4166666666700,30.0725,9.833333333,5.833333333,1.25,5.1,8.191666667,244.375,18.55,13.06666667,2.216666667,14.30833333,16.11666667,1.333333333,1.75,80.58333333,Satisfactory,Low,None                                                                                                                  
Syria,Asia,22.5,10.35,16.65833333,51.08333333,4.166666667,0,0,1011.6666666666700,29.87333333,10,6,1.583333333,6.025,9.7,275.375,58.88333333,8.916666667,6.908333333,18.81666667,37.925,1.666666667,2.083333333,80.58333333,Satisfactory,Low,None                                                                                                                  
Tajikistan,Asia,19.75,3.533333333,5.7,52,6.25,0,0,1013.8333333333300,29.93583333,9.25,5.416666667,2,4.316666667,6.941666667,202.5083333,41.64166667,2.725,3.15,7.133333333,15.28333333,1,1,80.58333333,Satisfactory,Low,None                                                                                                                  
Tanzania,Africa,19.55,10.075,16.2,63.58333333,13.33333333,0,0,1015.75,29.995,10,6,1.416666667,13.45,21.63333333,231.0083333333330,39.58333333,0.325,0.183333333,2.791666667,4.558333333,1,1,80.58333333,Satisfactory,Low,None                                                                                                                  
Thailand,Asia,26.95833333,3.895833333,6.270833333,85.95833333,43.75,0.629166667,0.024583333,1006.1666666666700,29.715,9.625,5.708333333,1.916666667,4.979166667,8.025,825.7125000000000,5.2,9.858333333,10.94583333,21.22916667,36.60416667,1.666666667,2.083333333,80.58333333,Unhealthy,Serious,Agricultural Transportation                                                                                                                  
Timor-Leste,Asia,22.2,2.5,4,62,5,0,0,1014,29.94,10,6,6,4.3,6.8,267,30,0.7,0.2,4,6.8,1,1,39,Satisfactory,Low,None                                                                                                                  
Tonga,Pacific,25.08333333,13.78333333,22.20833333,74.91666667,47.91666667,0.041666667,0.000833333,1018.75,30.0825,10,6,5.166666667,23.48333333,37.775,198.3166667,60.73333333,0.175,0.516666667,2.666666667,9.866666667,1,1,80.58333333,Satisfactory,Low,None                                                                                                                  
Trinidad and Tobago,America,27.66666667,5.05,8.125,85.75,25,0.066666667,0.001666667,1011.6666666666700,29.8725,10,6,1,12.6,20.275,263.7,18.68333333,9.158333333,0.883333333,1.6,4.075,1,1,80.58333333,Satisfactory,Low,None                                                                                                                  
Tunisia,Africa,24.5,6.208333333,9.991666667,72.83333333,29.16666667,0.041666667,0.001666667,1015.25,29.9775,10,6,1.5,9.633333333,15.50833333,245.6166666666670,67.225,5.541666667,2.858333333,7.983333333,16.01666667,1.083333333,1.166666667,80.58333333,Satisfactory,Low,None                                                                                                                  
Turkey,Europe,21.45833333,5.095833333,8.220833333,68.45833333,18.75,0.170833333,0.006666667,1013.4583333333300,29.92583333,10,6,1.541666667,9.108333333,14.6625,273.575,58.4,8.891666667,4.341666667,12.20833333,15.0875,1.25,1.5,80.58333333,Satisfactory,Low,None                                                                                                                  
Turkmenistan,Asia,23.41666667,6.366666667,10.24166667,41.58333333,16.66666667,0,0,1010.8333333333300,29.84916667,10,6,2.083333333,9.758333333,15.69166667,251.725,68.81666667,18,12.95,17.99166667,66.95833333,1.75,1.916666667,80.58333333,Satisfactory,Low,None                                                                                                                  
Tuvalu,Pacific,30.97272727,12.6,20.26363636,84.0909090909091,69.45454545,0.454545455,0.016363636,1010.8181818181800,29.84727273,10,6,5.090909091,26.56363636,42.73636364,177.5272727,31.22727273,0,0.118181818,1.818181818,4.718181818,1,1,78.90909091,Satisfactory,Low,None                                                                                                                  
Uganda,Africa,20.55,5.141666667,8.275,86.58333333,32.83333333,0.25,0.01,1015.6666666666700,29.99,10,6,1.416666667,4.7,7.558333333,505.9666666666670,9.2,2.083333333,0.466666667,27.59166667,41.275,1.916666667,3.166666667,80.58333333,Moderate,Concerning,None                                                                                                                  
Ukraine,Europe,15.33333333,4.458333333,7.175,72.58333333,31.66666667,0.883333333,0.035,1018.5833333333300,30.07666667,9.666666667,5.75,1.5,8.233333333,13.25833333,225.725,39.225,4.033333333,1.116666667,7.083333333,8.091666667,1,1.083333333,80.58333333,Satisfactory,Low,None                                                                                                                  
United Arab Emirates,Asia,33.91666667,4.708333333,7.558333333,64.83333333,6.25,0,0,1001.4166666666700,29.5725,9.833333333,5.833333333,2.25,15.225,24.50833333,288.4416667,144.9,3.983333333,4.741666667,47.56666667,124.4,2.666666667,5.333333333,80.58333333,Satisfactory,Low,None                                                                                                                  
United Kingdom,Europe,17.16666667,4.85,7.8,81.83333333,35.41666667,0,0,1016,30.0025,9.833333333,5.833333333,1.333333333,5.883333333,9.483333333,288.725,27.88333333,25.44166667,6.083333333,18.725,22.55,1.5,2.25,80.58333333,Satisfactory,Low,None                                                                                                                  
United States of America,America,25.325,7.933333333,12.78333333,34.91666667,12.5,0,0,1012.6666666666700,29.8975,16,9,5.583333333,7.925,12.73333333,203.9,88.64166667,0.85,0.275,3.541666667,4.008333333,1.083333333,1.083333333,80.58333333,Satisfactory,Low,None                                                                                                                  
Uruguay,America,11.75,9.416666667,15.16666667,78.41666667,29.16666667,0.175,0.006666667,1017.0833333333300,30.03416667,8.75,5.166666667,1,17.91666667,28.825,436.7166667,37.78333333,11.41666667,6.816666667,8.033333333,12.425,1.083333333,1.25,80.58333333,Acceptable,Slight Concern,None                                                                                                                  
Uzbekistan,Asia,19.75,5.716666667,9.183333333,48.16666667,13.41666667,0.008333333,0,1012.0833333333300,29.88583333,10,6,2.083333333,6.941666667,11.2,267.5833333333330,42.275,17.55,2.125,8.725,18.075,1.083333333,1.166666667,80.58333333,Satisfactory,Low,None                                                                                                                  
Vanuatu,Pacific,25.64166667,11.45,18.425,78.91666667,69.16666667,0.625,0.024166667,1015.4166666666700,29.9825,9.25,5.5,5,26.95,43.38333333,188.3083333,54.04166667,0.008333333,0.633333333,4.2,13.23333333,1,1,80.58333333,Satisfactory,Low,None                                                                                                                  
